n1,n2,n3,TT_solve_time,K_compression,f_compression,u_compression
4,13,3,0.280046541666667,1.01190708569198,0.847058823529412,4.23529411764706
6,21,5,0.933438375,9.82800982800983,1.18694362017804,2.12765957446809
10,37,9,1.74098191666667,127.224359945463,2.20783645655877,1.83960255500355
18,69,17,4.5764145,1814.36429207858,6.9901738473167,2.93633910144467
