n1,n2,n3,K_compression,f_compression,u_compression,TT_solve_time,L2_TT
5,3,3,1.30645161290323,0.6,1.28571428571429,0.198935708333333,0.0913049876101418
9,5,5,34.6698113207547,1.90909090909091,3,0.220063583333333,0.0263158607478446
17,9,9,614.185006877579,5.10810810810811,5.79754601226994,0.336274833333333,0.00702801820854286
33,17,17,10043.237704918,20.5324675324675,11.9591527987897,0.572196583333333,0.00179593180374515
