n1,n2,n3,TT_solve_time,K_compression,f_compression,u_compression
13,4,4,0.1829305,10.3783783783784,2.82352941176471,4
21,6,6,0.268223125,96.3210702341137,5.85365853658537,4.61538461538461
37,10,10,0.357650333333333,1090.22082018927,15,5.45454545454546
69,18,18,1.24686270833333,14272.5906519798,43.9103139013453,9.87096774193548
