n1,n2,n3,TT_solve_time,K_compression,f_compression,u_compression
13,4,4,0.35942025,1.95088907705334,0.774193548387097,1.45454545454545
21,6,6,1.56573658333333,19.7260273972603,1.22448979591837,1.62162162162162
37,10,10,3.57783295833333,254.05537858368,1.91744340878828,2.17522658610272
69,18,18,7.89721883333333,3790.45161290323,4.96551724137931,2.92298507462687
