n1,n2,n3,TT_solve_time,K_compression,f_compression,u_compression
13,4,3,0.403229541666667,6.20095693779904,1.6,3.27272727272727
21,6,5,0.404999416666667,66.1157024793389,2.75862068965517,3.80952380952381
37,10,9,0.7047535,831.081642751113,6.64615384615385,5.05263157894737
69,18,17,1.161156875,11637.7063546061,20.060737527115,8.64703132304815
